#{"t_start": 1735016675.688494, "env_id": "Walker2d-v5"}
r,l,t
1605.106771,510,1437.62808
1973.577372,586,1440.025389
738.084966,336,1441.40578
1370.578348,429,1443.203617
684.579397,266,1444.303372
1796.476635,530,1446.474329
1751.065444,562,1448.77103
1846.301078,543,1450.987402
1259.276942,416,1452.71328
1491.849888,487,1454.703238
747.218656,450,1456.535641
1121.242552,401,1458.177416
1388.699322,468,1460.086705
2806.259247,804,1463.383251
2125.836918,644,1466.030058
1693.112817,503,1468.127078
2221.366583,671,1470.872036
914.362322,306,1472.118256
1801.782166,543,1474.347907
703.044307,259,1475.411516
1567.966647,487,1477.397882
1514.552693,481,1479.356616
1232.476586,406,1481.013614
710.430952,271,1482.127302
1242.078563,493,1484.178687
2316.055331,710,1487.116773
1687.296959,497,1489.145012
1640.041032,505,1491.200131
1530.677498,527,1493.367429
1014.978237,348,1494.790787
682.175668,230,1495.73076
1655.834887,497,1497.780554
1442.690625,454,1499.633655
1869.101874,554,1501.901521
1865.684511,556,1504.196757
1583.871097,466,1506.10988
1167.61357,383,1507.676542
834.565545,290,1508.859378
981.947343,440,1510.659864
785.962549,256,1511.705943
2504.103147,738,1514.747588
1885.169815,568,1517.082044
1233.826515,388,1518.664219
1599.591232,452,1520.516616
3002.19865,824,1523.899165
1453.303065,421,1525.625765
1566.916609,469,1527.539005
1268.572797,390,1529.134295
785.639674,266,1530.222058
1309.918342,394,1531.839088
1028.721471,315,1533.124278
1058.999204,351,1534.579751
1641.073737,504,1536.669951
2038.253886,597,1539.127121
1562.561422,454,1540.976221
1206.251521,362,1542.455292
1697.895936,508,1544.55013
3408.459917,1000,1548.644015
1081.336446,338,1550.023491
1953.91134,547,1552.266479
1614.369738,494,1554.312038
1128.079902,372,1555.83694
1369.701022,411,1557.518986
1130.088335,329,1558.870447
1020.795599,300,1560.096081
1581.979836,454,1561.951464
1059.164102,339,1563.3355
619.25333,256,1564.412858
1411.674715,428,1566.166441
2078.228037,619,1568.693983
1349.648819,417,1570.403732
1605.103197,447,1572.23243
1577.414797,477,1574.194763
915.394293,316,1575.523832
1053.605778,333,1576.887652
1958.040273,525,1579.03356
2733.538835,742,1582.069657
1157.081937,388,1583.65228
1075.755779,365,1585.167064
1803.550806,533,1587.354931
1974.005875,563,1589.652144
2929.086881,830,1593.045989
1025.679919,326,1594.374975
1453.773731,454,1596.258693
1454.623726,445,1598.080771
2736.711706,778,1601.255346
2747.317846,751,1604.319504
958.510412,312,1605.626507
2343.564936,674,1608.393069
2013.368625,600,1610.853617
1577.187867,454,1612.707655
3592.14919,987,1616.778416
810.266296,284,1617.941483
2491.838077,716,1620.870168
1139.83027,336,1622.246281
2449.618785,714,1625.175881
921.046336,315,1626.483476
2113.601639,581,1628.875073
1120.834249,358,1630.33856
911.992651,300,1631.569783
1534.856151,448,1633.420377
2041.878557,586,1635.857405
1286.683667,390,1637.466105
2426.024805,689,1640.296941
3617.160341,1000,1644.364255
1087.151839,343,1645.780413
3497.228967,1000,1649.89447
1854.541289,529,1652.06598
641.701641,222,1652.977794
2057.274986,589,1655.395674
626.560925,204,1656.249354
561.587046,219,1657.148331
878.098201,292,1658.343017
3446.927315,955,1662.256731
2419.176001,684,1665.061389
2844.871027,818,1668.453761
1367.254909,415,1670.152561
938.243578,295,1671.364193
1181.932269,358,1672.829798
2587.085232,697,1675.684263
3112.118194,842,1679.159984
2482.441069,705,1682.043321
2853.046307,798,1685.306566
1573.274976,457,1687.209249
3600.21989,1000,1691.311337
2615.193388,723,1694.299126
2002.841301,569,1696.655122
3130.133775,864,1700.206052
1064.260029,367,1701.710928
2337.556765,636,1704.31436
3757.136745,1000,1708.436976
3455.393647,1000,1712.55779
3566.658644,1000,1716.691751
3068.929593,881,1720.317271
1599.267426,477,1722.262595
1213.963493,371,1723.787376
3073.656555,806,1727.100137
3578.813417,991,1731.177915
2188.520872,610,1733.674611
2983.929367,819,1737.10842
1574.968994,494,1739.162408
1787.894476,549,1741.403201
2128.064967,637,1743.997854
1890.044365,534,1746.192864
1697.892887,503,1748.275812
3099.678747,837,1751.727339
644.891085,232,1752.687875
3004.831594,837,1756.118529
3538.130152,938,1759.996275
2058.101487,579,1762.368595
2972.304251,820,1765.728739
2369.606708,655,1768.438372
2025.278696,602,1770.911748
2955.263759,820,1774.311109
3567.29538,953,1778.247519
1945.569361,596,1780.689577
1949.313469,569,1783.010361
377.545014,473,1784.943481
2195.568062,613,1787.488389
3037.040447,831,1790.958313
2697.171119,782,1794.156317
3219.780446,872,1797.723408
2385.967084,667,1800.482523
3691.850758,985,1804.536421
1885.743135,560,1806.829821
2150.067984,614,1809.373781
1620.968571,496,1811.414169
1738.943689,520,1813.568974
2013.456588,587,1815.979077
958.862418,313,1817.261693
2166.282095,606,1819.777364
2216.119483,602,1822.253728
1611.883948,470,1824.187431
2504.487367,685,1826.995688
2579.580604,732,1830.027458
1711.669312,548,1832.293895
2320.011677,634,1834.906423
1686.058398,495,1836.947059
2427.699897,650,1839.643215
1874.209639,536,1841.854875
3493.801258,972,1845.843129
3344.628365,884,1849.490488
1169.687296,356,1850.956273
2403.960902,646,1853.653638
2131.458232,596,1856.096589
2694.769908,759,1859.209934
2120.963819,618,1861.769578
2360.85804,654,1864.459306
922.870973,301,1865.691643
2449.39894,698,1868.54642
693.478657,211,1869.410771
3316.530626,868,1873.010235
1973.754148,580,1875.393862
2879.987926,816,1878.754874
1870.894819,533,1880.964879
2713.453564,769,1884.136036
2508.510998,705,1887.028123
2641.529579,696,1889.897924
2150.11167,601,1892.380823
2668.495955,764,1895.532314
3530.160916,1000,1899.645053
3617.228802,1000,1903.776648
1722.595791,539,1905.987339
3565.672079,1000,1910.104534
3570.05156,1000,1914.232373
1421.605268,413,1915.932767
1098.74792,323,1917.264144
1945.318945,544,1919.504005
2513.43064,664,1922.270499
2223.649765,590,1924.695281
2985.697092,787,1927.925684
2412.835021,673,1930.721795
2735.522447,742,1933.778603
3090.807186,853,1937.291707
3591.513326,1000,1941.429395
1981.512684,552,1943.711493
3746.439285,1000,1947.81568
3751.739959,1000,1951.946288
1949.324903,539,1954.166714
1713.35169,471,1956.111636
3674.168116,1000,1960.243314
1665.050804,471,1962.205564
2341.340043,663,1964.935481
3179.270568,860,1968.471481
3727.181501,1000,1972.610483
2009.571769,562,1974.920045
930.304678,296,1976.134366
656.580305,240,1977.121721
637.314458,193,1977.925698
3075.225906,817,1981.290427
3776.490985,1000,1985.438098
2729.025061,739,1988.481392
3051.021667,876,1992.112751
2789.459045,740,1995.206117
1477.446489,430,1996.973134
3734.812837,1000,2001.248509
3706.036532,1000,2005.355462
2381.564387,661,2008.064033
3746.301527,1000,2012.263356
1598.107455,450,2014.142003
3857.476893,1000,2018.260694
2087.182862,554,2020.556043
3812.016815,1000,2024.706044
2723.238063,767,2027.884326
3826.881517,1000,2032.004177
3846.35747,1000,2036.229748
2751.409585,737,2039.258808
1924.157237,550,2041.55221
2943.544942,790,2044.825383
575.982547,223,2045.749982
2006.35607,566,2048.083389
3996.335349,1000,2052.227536
2827.391469,790,2055.522171
3517.826291,922,2059.305415
3872.90336,1000,2063.464967
623.451152,227,2064.409654
2700.974059,674,2067.203188
1935.083604,530,2069.383185
2638.572386,710,2072.309337
1765.144632,490,2074.366915
3015.48374,757,2077.488357
1695.97767,459,2079.371915
2801.63475,724,2082.363266
2591.722686,672,2085.161031
2286.762494,579,2087.559202
3864.619005,968,2091.543167
921.377582,324,2092.878719
744.346494,233,2093.85932
2206.74917,575,2096.246249
2705.015558,711,2099.184137
3935.453283,1000,2103.314624
2486.688414,670,2106.100164
2001.187724,534,2108.313906
3737.786449,926,2112.130125
2937.602699,750,2115.248455
3326.146047,847,2118.756919
1549.846742,440,2120.568875
2522.865466,608,2123.075142
3983.750619,987,2127.179414
597.253466,226,2128.11194
3173.077531,835,2131.552495
3225.661589,846,2135.053509
3860.846861,1000,2139.166962
1176.680579,333,2140.544947
2971.137967,756,2143.665728
1736.386914,471,2145.637469
941.283306,274,2146.765203
2142.213485,572,2149.128289
3849.721869,1000,2153.255728
3208.978992,833,2156.747229
2355.044918,610,2159.259872
3853.949346,1000,2163.382576
725.778638,229,2164.330771
3827.075507,1000,2168.489384
3767.327054,1000,2172.608961
3720.805846,1000,2176.755378
3179.077071,740,2179.805358
3951.053091,1000,2183.917767
3877.515948,1000,2188.077354
965.227784,272,2189.199485
3740.260021,1000,2193.32265
2907.097821,736,2196.369485
2766.80447,727,2199.362264
2762.234338,723,2202.350163
4038.814908,1000,2206.497914
3673.394255,1000,2210.666958
3595.465789,1000,2214.780664
2247.253948,569,2217.146593
3180.3684,838,2220.594544
273.852271,145,2221.190978
2721.453575,708,2224.107046
3895.642312,1000,2228.264053
2501.596003,652,2230.952348
2753.854168,776,2234.156025
3773.995078,1000,2238.298871
3726.521242,953,2242.233095
2670.01676,705,2245.134789
2230.706177,586,2247.580764
3098.824865,1000,2251.711906
3198.468382,824,2255.119481
3089.445912,792,2258.407999
3886.321546,1000,2262.533563
3773.863896,1000,2266.666585
2292.160097,632,2269.295764
2878.046654,738,2272.343644
3783.735791,1000,2276.476586
3808.252067,1000,2280.635805
2764.389376,712,2283.581457
1041.165657,315,2284.881019
3797.863015,1000,2289.047341
2477.472425,666,2291.809954
3731.243538,1000,2295.963515
4024.791409,1000,2300.103519
3640.082801,1000,2304.22018
3894.609013,1000,2308.36769
3288.952858,1000,2312.521211
3803.833226,1000,2316.653477
3770.062411,1000,2320.828191
3803.599056,1000,2324.932476
3825.123554,1000,2329.085276
3876.923034,1000,2333.228727
788.251847,256,2334.289274
4010.422995,1000,2338.455877
1529.003064,409,2340.15407
4012.83057,1000,2344.290369
3044.779739,759,2347.440615
3859.070599,1000,2351.62701
3828.332123,1000,2355.897249
3921.754329,1000,2360.221623
2174.479074,561,2362.624698
3896.061369,1000,2366.905152
2346.941442,624,2369.622398
3938.84173,1000,2373.947243
4000.046913,1000,2378.166787
3850.962202,1000,2382.413484
3737.023655,933,2386.36986
3893.099897,1000,2390.64252
3829.51708,981,2394.825119
4073.976881,1000,2399.088256
3897.826743,1000,2403.339189
3624.84031,917,2407.260718
3987.290636,1000,2411.516246
2187.509068,584,2413.987724
4016.011509,1000,2418.233784
1095.987274,405,2419.96096
3363.322149,842,2423.580192
2009.826561,559,2425.952488
3077.930785,797,2429.324635
2263.395294,593,2431.834705
3907.392356,1000,2436.045
3665.277015,1000,2440.279944
3772.619261,980,2444.480402
3972.224428,1000,2448.675819
3946.659783,1000,2452.880208
3862.27691,1000,2457.110786
3816.992372,1000,2461.38391
3904.553728,984,2465.498011
3736.27521,951,2469.458609
3774.207621,932,2473.372612
3900.57546,1000,2477.552684
3877.240538,1000,2481.749667
2654.8393,673,2484.545413
3995.459459,1000,2488.700629
3803.642306,1000,2492.901488
4073.737802,1000,2497.05491
3254.6535,827,2500.5073
2020.651073,536,2502.753308
3150.047013,796,2506.07933
2879.001948,749,2509.19411
3779.573568,934,2513.094995
2509.674051,624,2515.693797
995.233746,310,2516.99279
4077.253425,1000,2521.189319
2549.60721,705,2524.139277
2865.971279,721,2527.144587
3033.72634,768,2530.364561
2105.00795,546,2532.667202
3878.130858,1000,2536.847371
3969.506057,1000,2541.025884
3895.90334,1000,2545.240596
2260.229847,626,2547.864604
1945.734333,536,2550.104109
3947.324185,1000,2554.310139
3934.018511,1000,2558.502098
3026.917572,750,2561.657317
4040.101545,1000,2565.865908
3583.993826,1000,2570.068398
3887.924917,1000,2574.310367
4031.458635,1000,2578.517054
3790.87523,1000,2582.765648
3913.448725,1000,2586.981291
2339.155864,590,2589.47617
3879.307164,1000,2593.714365
3856.34989,1000,2597.919228
3858.118301,1000,2602.118092
3823.707681,1000,2606.356787
2999.728911,759,2609.5482
3376.593837,861,2613.174453
1913.024956,529,2615.38987
3805.401046,1000,2619.611263
3939.166789,1000,2623.789903
4010.699344,1000,2627.98707
3745.516027,1000,2632.168045
3836.66505,1000,2636.378823
3833.097389,1000,2640.585871
3965.163557,1000,2644.926251
3897.85127,1000,2649.206249
3873.035316,1000,2653.471932
2090.154288,577,2655.92425
3936.194635,1000,2660.330987
3790.66992,1000,2664.553566
3873.335576,1000,2668.77104
3827.630268,1000,2672.981718
3888.126032,1000,2677.214881
3094.311879,783,2680.503558
2708.999855,723,2683.553983
3302.999676,823,2687.061999
3525.173175,869,2690.736971
3930.386114,1000,2694.981013
2386.856609,612,2697.573667
3839.522645,1000,2701.781787
3933.278303,1000,2706.00482
3991.13342,1000,2710.225139
3993.70516,1000,2714.474555
3458.64224,860,2718.111099
3957.827165,1000,2722.325779
4074.519862,1000,2726.577281
3995.728636,1000,2730.811978
3950.136503,1000,2735.091073
4009.852596,1000,2739.340816
4023.04125,1000,2743.585834
3402.960695,841,2747.182793
2726.658733,692,2750.141466
4004.084892,1000,2754.383096
4071.669546,1000,2758.656314
3964.843782,1000,2762.878036
4010.310901,1000,2767.102139
4145.946749,1000,2771.298915
3828.561913,1000,2775.558236
3934.841638,1000,2779.777523
3943.464632,1000,2783.983942
4044.255344,1000,2788.215316
3994.838313,1000,2792.414345
3848.315415,1000,2796.656583
4005.786223,1000,2800.855969
4073.541316,1000,2805.040179
4086.967612,1000,2809.233882
4043.651353,1000,2813.413419
1803.141385,478,2815.413681
3986.816511,1000,2819.625707
3923.770565,1000,2823.801369
3899.624397,1000,2828.019758
3989.096382,1000,2832.193289
4074.134954,1000,2836.452579
4004.186133,1000,2840.783756
4068.374658,1000,2845.141867
3987.541791,1000,2849.412782
3914.639324,1000,2853.679416
3881.100729,1000,2857.955491
3930.714374,1000,2862.179288
3973.866778,1000,2866.401823
3963.673514,1000,2870.653644
3986.575484,1000,2874.881675
3923.893143,1000,2879.171828
4072.234465,1000,2883.421254
4001.649712,1000,2887.711522
4106.371043,1000,2891.963708
3971.510884,1000,2896.251873
3562.429588,928,2900.232041
4030.757149,1000,2904.498512
4056.007288,1000,2908.776915
4066.122229,1000,2913.061842
4076.970466,1000,2917.312342
4071.030996,1000,2921.602725
4130.456935,1000,2925.867726
3998.90109,1000,2930.159804
4105.315634,1000,2934.424005
3908.201176,1000,2938.707753
4045.102246,1000,2942.983993
4063.845403,1000,2947.253199
3941.230348,1000,2951.545919
3788.87375,1000,2955.847214
4045.558805,1000,2960.159962
3995.343902,1000,2964.431592
4089.371265,1000,2968.692721
3959.367075,1000,2972.970992
4050.15862,1000,2977.218939
4034.971973,1000,2981.505393
4038.183337,1000,2985.762257
4032.339354,1000,2990.057826
4071.641592,1000,2994.304636
4027.244776,1000,2998.560438
4099.603944,1000,3002.838004
4061.160329,1000,3007.090909
4120.76896,1000,3011.377308
2469.477366,606,3013.975232
4132.337155,1000,3018.217595
4051.467859,1000,3022.473892
4191.365788,1000,3026.70118
4103.365482,1000,3030.97066
4135.994926,1000,3035.217228
4090.376222,1000,3039.452186
4161.087186,1000,3043.709628
4103.564796,1000,3047.954886
4081.671402,1000,3052.232758
4102.060598,1000,3056.468254
4103.516743,1000,3060.721942
4132.306476,1000,3064.973852
4129.264961,1000,3069.212274
4049.634601,1000,3073.505664
4145.460635,1000,3077.751945
3964.750574,1000,3082.037424
4082.552266,1000,3086.286607
4173.620399,1000,3090.537604
4079.873304,1000,3094.850434
2135.066521,549,3097.223481
4163.587646,1000,3101.495385
3815.459029,1000,3105.73786
4018.527383,1000,3110.288965
4175.464403,1000,3114.677818
4144.240615,1000,3118.975532
4146.09634,1000,3123.301609
4109.603056,1000,3127.601945
4244.083558,1000,3131.943377
4160.084384,1000,3136.271177
4212.028159,1000,3140.597398
4256.356706,1000,3145.046586
4317.284951,1000,3149.395032
4187.323752,1000,3153.711477
4154.281422,1000,3158.178011
4110.582785,1000,3162.508947
4179.298344,1000,3166.799338
4199.853892,1000,3171.073468
3810.691464,1000,3175.375585
4217.772597,1000,3179.797751
4198.561534,1000,3184.203765
4138.890021,1000,3188.496931
4240.099265,1000,3192.750437
4055.081297,977,3196.88019
4195.134997,1000,3201.105962
4229.089846,1000,3205.323275
4158.789938,1000,3209.488972
4208.803075,1000,3213.679434
4230.765733,1000,3217.841897
4319.991715,1000,3222.006277
4282.890407,1000,3226.174282
4200.052326,1000,3230.303021
4227.797464,1000,3234.468974
4218.003791,1000,3238.601058
4235.739819,1000,3242.744463
4214.48272,1000,3246.923267
4277.805993,1000,3251.088389
4189.884661,1000,3255.266324
4301.569782,1000,3259.431159
4301.261322,1000,3263.611096
2805.306802,692,3266.543616
4282.365725,1000,3270.745502
3976.712485,1000,3274.972621
4307.333152,1000,3279.179871
4171.940016,1000,3283.400365
4273.337764,1000,3287.677986
4226.765193,1000,3291.915996
4066.057419,1000,3296.18227
4310.691897,1000,3300.444421
2729.850089,676,3303.313249
4134.769616,1000,3307.595937
4305.402141,1000,3311.845223
4243.821377,1000,3316.126844
4367.59653,1000,3320.371161
567.108478,224,3321.321595
4337.489181,1000,3325.576584
4346.601027,1000,3329.840742
4386.047908,1000,3334.071117
4163.54069,1000,3338.30686
4307.559444,1000,3342.511033
4307.524702,1000,3346.745206
4265.969326,1000,3350.95551
4378.182485,1000,3355.152369
4079.947939,1000,3359.372218
4300.881942,1000,3363.568592
4314.761653,1000,3367.767724
4355.691913,1000,3371.98585
4274.870339,1000,3376.192773
4341.588478,1000,3380.402
4321.860172,1000,3384.595671
4267.664787,1000,3388.811252
4318.644959,1000,3393.023722
4364.083216,1000,3397.251096
4297.622393,1000,3401.45772
4261.056754,1000,3405.663704
4230.480487,1000,3409.897298
4401.590216,1000,3414.125716
4424.443689,1000,3418.377554
4290.035927,1000,3422.604101
4258.981371,1000,3426.84771
4378.349908,1000,3431.104565
4376.246581,1000,3435.390692
4386.940847,1000,3439.672714
4333.166372,1000,3443.931955
4452.268128,1000,3448.242324
4367.174994,1000,3452.502894
4362.087861,1000,3456.736485
4402.869426,1000,3460.976179
4224.463312,1000,3465.20342
4114.917196,1000,3469.445426
4397.43368,1000,3473.665677
4427.354521,1000,3477.934858
4244.560758,1000,3482.181019
4486.085643,1000,3486.401864
4468.324146,1000,3490.652377
4170.333505,1000,3494.873531
4522.824902,1000,3499.205467
4353.481022,1000,3503.450619
4427.191018,1000,3507.671592
4354.134038,1000,3511.923255
4409.555649,1000,3516.162774
4398.510914,1000,3520.43866
4125.539627,1000,3524.688377
4429.781588,1000,3528.917101
4427.617564,1000,3533.165884
4445.897837,1000,3537.456017
4414.513503,1000,3541.775882
4455.824574,1000,3546.074275
4506.895504,1000,3550.405766
4500.428314,1000,3554.777949
4346.886018,1000,3559.154661
4210.72047,1000,3563.607618
4458.872687,1000,3568.115431
4400.298946,1000,3572.50835
4474.072815,1000,3576.766201
4480.512423,1000,3581.005508
4458.807454,1000,3585.239698
4222.409212,1000,3589.470796
4481.299039,1000,3593.700884
4378.120238,1000,3597.90673
4461.58219,1000,3602.148845
4472.472055,1000,3606.37464
4475.66141,1000,3610.617799
1581.410125,418,3612.378915
780.686433,279,3613.563895
4477.955487,1000,3617.778315
4500.860804,1000,3622.012162
4460.508671,1000,3626.248781
4418.283773,1000,3630.514369
4545.234925,1000,3634.753163
4506.938146,1000,3638.979167
4279.992364,1000,3643.22932
4497.185719,1000,3647.474202
4246.70532,1000,3651.746063
4499.412434,1000,3656.020014
4519.158683,1000,3660.261293
4319.892453,1000,3664.530193
4387.371652,1000,3668.790886
4583.470572,1000,3673.047276
4533.157502,1000,3677.279228
4496.14085,1000,3681.529939
4348.78918,1000,3685.740417
4465.875816,1000,3689.967388
4515.75497,1000,3694.206235
4511.468147,1000,3698.430785
4482.230352,1000,3702.669446
4249.106803,1000,3706.879909
4522.659775,1000,3711.106891
4474.966561,988,3715.291338
4553.111344,1000,3719.501173
4510.261384,1000,3723.728685
4553.022141,1000,3727.930175
3937.027962,876,3731.644629
4617.551822,1000,3735.898698
4458.954347,1000,3740.110545
4608.690275,1000,3744.340186
4455.138125,1000,3748.568824
4574.328019,1000,3752.826169
4328.641403,1000,3757.060462
2445.571428,562,3759.433656
4537.436033,1000,3763.700455
4172.98918,1000,3767.943244
4503.476174,1000,3772.197415
4518.58778,1000,3776.482333
4485.152842,1000,3780.746711
4542.702086,1000,3785.019971
4606.245928,1000,3789.274996
4591.413016,1000,3793.538249
4545.674031,1000,3797.802764
4524.213579,1000,3802.044749
4475.173152,1000,3806.303871
4533.68522,1000,3810.544203
4539.678177,1000,3814.824892
4636.464216,1000,3819.081728
4518.654766,1000,3823.380565
4286.992965,1000,3827.625232
3005.0381,691,3830.555618
3039.555879,706,3833.536985
1703.783628,425,3835.354223
4505.964366,1000,3839.586099
4296.366872,994,3843.792988
4397.14482,1000,3848.026442
4595.071158,1000,3852.241056
4493.837551,1000,3856.48003
4423.011352,1000,3860.710191
4351.79419,1000,3864.949017
4471.724099,1000,3869.167636
2031.032305,495,3871.255757
1943.244634,470,3873.244513
4534.206823,1000,3877.551042
2175.69369,528,3879.777083
4515.834238,1000,3883.990791
4506.747475,1000,3888.230466
2106.840314,522,3890.426231
4656.774521,1000,3894.713258
4491.00928,1000,3899.041351
2030.592456,481,3901.127098
4613.389977,1000,3905.441186
3211.705126,746,3908.595737
4548.863538,1000,3912.819338
4363.266695,1000,3917.073917
1636.165899,428,3918.882003
812.209516,263,3919.99422
2548.653817,597,3922.527957
4611.450674,1000,3926.790342
4360.856275,1000,3931.050356
2196.242189,534,3933.317588
4563.054511,1000,3937.586255
3383.672876,777,3941.108229
4423.34862,1000,3945.53613
4543.850788,1000,3949.80787
4546.896435,1000,3954.044016
4531.835012,1000,3958.312395
4498.348308,1000,3962.5477
4412.969157,1000,3966.820255
4483.3582,1000,3971.080441
4529.361188,1000,3975.333879
2618.439966,622,3977.982557
4521.73173,1000,3982.211465
4436.01068,1000,3986.443556
4397.446186,1000,3990.716122
4592.47217,1000,3994.969987
4506.345614,1000,3999.230633
4351.005243,1000,4003.470618
4502.722401,1000,4007.759238
4544.157188,1000,4012.016108
4456.272151,1000,4016.260909
4560.203407,1000,4020.524671
4511.539177,1000,4024.778839
4499.852162,1000,4029.049388
4564.455102,1000,4033.30028
4450.147846,1000,4037.53982
4504.211986,1000,4041.805278
4468.154518,1000,4046.039752
4480.268545,1000,4050.305571
4533.347152,1000,4054.54869
4519.055416,1000,4058.807906
4526.72767,1000,4063.047266
4413.130847,1000,4067.459427
4336.935789,1000,4071.795231
4515.539413,1000,4076.069892
4548.451581,1000,4080.366088
4614.9727,1000,4084.626095
4584.079405,1000,4088.906424
4521.725597,1000,4093.190013
4553.54039,1000,4097.475557
4545.514304,1000,4101.766023
4411.166183,1000,4106.03478
4506.38007,1000,4110.450492
4234.244177,1000,4114.722774
4500.129981,1000,4119.041139
4467.50612,1000,4123.329157
4436.289003,1000,4127.593303
4535.269988,1000,4131.858174
4531.319725,1000,4136.103177
4435.997576,1000,4140.371939
4539.731757,1000,4144.63155
4477.342033,1000,4148.871686
4551.992402,1000,4153.184326
4580.283595,1000,4157.421669
4531.206233,1000,4161.676974
4487.606315,1000,4165.918535
4527.793285,1000,4170.16767
4498.756713,1000,4174.412646
4418.555285,1000,4178.665948
4537.85285,1000,4182.939967
4499.533206,1000,4187.176334
4489.797985,1000,4191.635768
4566.848659,1000,4195.903713
4680.279566,1000,4200.144092
4412.256849,1000,4204.426172
4542.913742,1000,4208.665798
4541.34417,1000,4212.946196
4518.616587,1000,4217.201209
4507.476497,1000,4221.476042
4521.735234,1000,4225.746046
4549.255135,1000,4230.014482
4530.18614,1000,4234.308429
4607.554097,1000,4238.574923
4434.766595,1000,4242.865592
4570.463669,1000,4247.148385
4587.60057,1000,4251.449604
4578.223776,1000,4255.736509
4562.937941,1000,4260.01475
4541.497264,1000,4264.338862
4513.523972,1000,4268.629979
4521.480541,1000,4272.922658
4588.898603,1000,4277.193796
4577.459241,1000,4281.469881
4594.756244,1000,4285.759475
4580.335176,1000,4290.029193
4593.453385,1000,4294.305448
4631.700473,1000,4298.573362
4490.591214,1000,4302.842611
4652.624181,1000,4307.099291
4625.106174,1000,4311.356299
4616.409722,1000,4315.738457
1908.032724,470,4317.735503
4533.574589,1000,4321.981626
4539.404289,1000,4326.24995
4540.006479,1000,4330.556518
4525.988098,1000,4334.855163
4593.55472,1000,4339.114158
4610.911413,1000,4343.39063
4608.115764,1000,4347.661751
4651.408905,1000,4351.943072
4666.673433,1000,4356.226622
4415.072478,1000,4360.482676
4615.573304,1000,4364.78663
4719.45109,1000,4369.062147
4662.070585,1000,4373.356449
4674.71027,1000,4377.74594
4631.172463,1000,4382.057905
4640.353157,1000,4386.37506
4538.041477,1000,4390.675005
4518.096726,1000,4395.171951
4688.794028,1000,4399.727164
4625.949899,1000,4404.182763
4567.882625,1000,4408.497087
4482.14304,1000,4412.817158
4596.379906,1000,4417.248459
4598.48503,1000,4421.876753
4599.531955,1000,4426.460436
4664.340279,1000,4430.879306
4549.842857,1000,4435.224119
4697.449003,1000,4439.53141
4602.729611,1000,4443.818582
4597.368778,1000,4448.124481
4723.491884,1000,4452.408846
4600.30807,1000,4456.783189
4712.985427,1000,4461.314421
4663.927169,1000,4465.789884
4610.569791,1000,4470.080926
4615.370285,1000,4474.350573
4666.840536,1000,4478.624173
4652.120986,1000,4482.897891
4671.326373,1000,4487.17635
4617.156219,1000,4491.410998
4727.793547,1000,4495.649842
4524.328393,1000,4499.904688
4549.66519,1000,4504.147445
4700.384342,1000,4508.390836
2472.624571,590,4510.875528
4690.833868,1000,4515.081458
4360.594779,949,4519.103796
4645.552877,1000,4523.308196
4627.855344,1000,4527.532227
4598.691811,1000,4531.742441
4757.190611,1000,4535.964668
4753.212128,1000,4540.204215
4610.504416,1000,4544.429551
4701.88907,1000,4548.685527
4760.695684,1000,4552.936855
4628.059414,1000,4557.214678
4617.359621,1000,4561.481023
4605.778124,1000,4565.740814
4622.856602,1000,4570.038302
4637.517078,1000,4574.309239
4670.370646,1000,4578.598424
4758.520338,1000,4582.86837
4771.763373,1000,4587.159438
4740.213983,1000,4591.457483
4638.805645,1000,4595.736126
4684.94848,1000,4600.029589
4714.785336,1000,4604.31459
2479.709663,581,4606.796864
2581.316043,614,4609.459117
4789.388823,1000,4613.741369
4643.588654,1000,4618.086371
3945.856339,842,4621.69469
2572.657149,576,4624.159432
4696.227361,1000,4628.471981
4757.684035,1000,4632.783227
4783.854896,1000,4637.077248
4656.911576,1000,4641.382948
4732.168847,1000,4645.661287
4742.940896,1000,4650.199071
4761.105194,1000,4654.501628
4814.723219,1000,4658.790249
4809.170578,1000,4663.063033
4572.115218,1000,4667.347233
4691.906557,1000,4671.639303
4762.116282,1000,4675.921978
4760.371958,1000,4680.215468
4626.951985,1000,4684.490187
4052.482826,847,4688.099307
4529.896664,1000,4692.377002
4807.803298,1000,4696.645497
4785.17636,1000,4700.921351
4840.003887,1000,4705.158695
4778.084347,1000,4709.426196
4798.736294,1000,4713.674149
4702.813547,1000,4717.920198
4754.024779,1000,4722.186704
4832.528651,1000,4726.464441
4797.971136,1000,4730.732345
4268.40752,1000,4734.990223
4813.797609,1000,4739.252208
4573.962126,1000,4743.522235
3270.741751,721,4746.580203
4761.492891,1000,4750.855867
4698.749593,1000,4755.093398
4760.471912,1000,4759.368126
4786.623571,1000,4763.639131
4788.290444,1000,4768.06825
4785.888176,1000,4772.612882
4665.997852,1000,4777.076691
4819.192456,1000,4781.578836
4481.926166,1000,4785.961536
3670.128431,807,4789.484681
4732.37701,1000,4793.944874
4757.216761,1000,4798.313333
4804.337819,1000,4802.578042
4785.531858,1000,4806.813897
4781.638545,1000,4811.059227
4672.280683,1000,4815.326932
4700.466929,1000,4819.594442
4689.279431,1000,4823.886327
4663.494095,1000,4828.146472
4623.723288,1000,4832.64359
4730.428844,1000,4836.918163
4780.504946,1000,4841.172841
4748.191985,1000,4845.451481
