#{"t_start": 1735016675.688494, "env_id": "Walker2d-v5"}
r,l,t
5046.25143,1000,10793.927539
4993.055862,1000,10797.760842
5066.483546,1000,10801.666609
4944.846798,1000,10805.643633
5021.30155,1000,10809.571467
5064.414017,1000,10813.430251
5046.402328,1000,10817.33387
5067.549907,1000,10821.21755
5046.155542,1000,10825.237982
5023.880804,1000,10829.134948
5030.589429,1000,10833.030604
5052.58112,1000,10836.903406
5075.301781,1000,10840.791108
4919.915902,1000,10844.719513
4535.144142,1000,10848.755551
5005.063422,1000,10852.907453
4782.784664,1000,10856.988053
4985.195837,1000,10861.001005
4996.555846,1000,10864.982041
5019.326594,1000,10868.866693
5027.34137,1000,10872.757039
5001.899003,1000,10876.695808
5043.297429,1000,10880.653505
5045.107658,1000,10884.58409
5068.015994,1000,10888.499873
5081.304361,1000,10892.402683
5039.815191,1000,10896.47065
5034.361681,1000,10900.413411
1464.792445,358,10901.808508
5050.71614,1000,10905.759416
4959.572899,1000,10909.671203
4941.16301,1000,10913.601744
5045.313465,1000,10917.547598
5045.659273,1000,10921.468855
5055.387417,1000,10925.432091
5077.389603,1000,10929.372805
5055.074125,1000,10933.312241
5081.291637,1000,10937.26953
5066.248486,1000,10941.217128
4974.444813,1000,10945.182588
5054.068212,1000,10949.124714
4925.579394,1000,10953.066448
5048.150247,1000,10957.048494
5028.782083,1000,10961.087404
5053.64871,1000,10965.057709
5055.155779,1000,10969.012222
4992.752396,1000,10973.02282
5024.168123,1000,10977.008206
5032.544,1000,10980.958222
4967.617063,1000,10984.914202
4974.252621,1000,10988.905171
5095.662935,1000,10992.861779
4991.964406,1000,10996.841864
5027.453816,1000,11001.005731
4916.060543,1000,11005.06619
5025.25334,1000,11009.269679
5070.124432,1000,11013.362044
5063.478556,1000,11017.357351
5086.773645,1000,11021.463448
5106.045932,1000,11025.61576
4757.914697,986,11029.584966
5054.800856,1000,11033.538901
5091.067655,1000,11037.579014
4975.960972,1000,11041.568819
5065.862259,1000,11045.598678
4947.975324,1000,11049.617532
5038.362898,1000,11053.616514
4949.75915,1000,11057.641309
5005.04415,1000,11061.638201
5008.019724,1000,11065.64367
5066.212076,1000,11069.666663
4988.776317,1000,11073.670437
5019.37191,1000,11077.693164
5065.226479,1000,11081.689245
5087.440534,1000,11085.710178
4985.969406,1000,11089.756189
4963.954774,1000,11093.755817
5036.140698,1000,11097.789198
4998.542196,1000,11101.81667
4994.610691,1000,11105.830442
5093.469636,1000,11109.862497
5149.218151,1000,11113.867672
5039.626365,1000,11117.921397
5059.684711,1000,11121.941377
435.704923,153,11122.555276
416.990936,149,11123.154004
4908.531245,1000,11127.186589
5009.307843,1000,11131.235347
5039.440212,1000,11135.249084
5116.423908,1000,11139.29374
5043.66228,1000,11143.338692
391.988892,139,11143.928374
5052.858837,1000,11147.95886
5001.386558,1000,11151.999354
5083.149144,1000,11156.031081
5072.383383,1000,11160.075542
5090.897588,1000,11164.095451
5118.124764,1000,11168.130065
5062.02512,1000,11172.212061
5108.201194,1000,11176.253836
4974.707519,1000,11180.303422
4984.189233,1000,11184.328852
4980.377352,1000,11188.375787
5082.823348,1000,11192.434982
5077.497273,1000,11196.462567
4992.245295,1000,11200.514849
5083.761005,1000,11204.572681
5009.806901,1000,11208.619747
4992.304193,1000,11212.687394
5076.613481,1000,11216.755634
4998.428193,1000,11220.836562
5077.849104,1000,11224.874452
5041.787948,1000,11228.92707
4953.927695,1000,11233.000075
170.980417,97,11233.397405
146.122839,84,11233.737965
201.725163,105,11234.17373
5014.937078,1000,11238.223928
5035.039282,1000,11242.312881
5012.474145,1000,11246.365317
5085.395357,1000,11250.44978
5063.921961,1000,11254.504361
5014.526663,1000,11258.567332
4993.228112,1000,11262.644205
4929.541311,1000,11266.705135
4962.659212,1000,11270.784958
4993.373425,1000,11274.850254
4944.575092,1000,11278.89584
5017.028381,1000,11282.987428
5039.934431,1000,11287.048682
5034.15664,1000,11291.138418
5077.0187,1000,11295.226362
5103.033915,1000,11299.286126
5069.874842,1000,11303.376459
5087.988608,1000,11307.453657
5108.406553,1000,11311.550952
5035.932061,1000,11315.61976
675.02609,194,11316.408192
5045.571442,1000,11320.49706
4981.372589,1000,11324.596879
5064.133759,1000,11328.676192
5121.999162,1000,11332.774428
5040.86853,1000,11336.85577
5089.048838,1000,11340.922533
5030.821764,1000,11345.018787
5100.485933,1000,11349.09734
5036.423058,1000,11353.200118
5049.559097,1000,11357.286285
4986.721775,1000,11361.368126
4912.226232,1000,11365.477626
5100.948131,1000,11369.564545
5043.461537,1000,11373.675157
5052.986003,1000,11377.752815
5033.67665,1000,11381.831435
5043.342458,1000,11385.96696
5006.853587,1000,11390.049722
5016.828824,1000,11394.164852
5017.552207,1000,11398.247299
5088.926606,1000,11402.353532
5115.866235,1000,11406.467886
5011.916278,1000,11410.563042
5064.497812,1000,11414.682585
2730.650032,592,11417.111647
5066.647512,1000,11421.188281
5087.301137,1000,11425.304615
5043.250613,1000,11429.388662
5101.952124,1000,11433.511578
5057.937798,1000,11437.613575
4984.940703,1000,11441.703659
5041.405481,1000,11445.883381
5054.755053,1000,11449.973964
5097.820119,1000,11454.089647
5095.030982,1000,11458.199508
5021.394419,1000,11462.301358
5031.82236,1000,11466.419864
5026.170877,1000,11470.501143
5024.18651,1000,11474.634833
5030.980835,1000,11478.734489
5079.83749,1000,11482.84036
5022.85739,1000,11486.972733
4989.005083,1000,11491.067136
5021.221857,1000,11495.196765
5076.656367,1000,11499.304307
5073.23616,1000,11503.403832
5046.531014,1000,11507.530497
5114.5228,1000,11511.622187
5081.46123,1000,11515.760427
5048.214467,1000,11519.870252
5044.402874,1000,11523.995786
5095.099063,1000,11528.114193
4993.578421,1000,11532.220592
4944.282762,1000,11536.365553
5089.283124,1000,11540.48045
5073.506141,1000,11544.601839
5060.03578,1000,11549.90962
5040.721335,1000,11554.459756
5058.380182,1000,11558.744232
5093.758904,1000,11563.315995
5027.763254,1000,11568.07413
5101.886173,1000,11572.214773
5051.054311,1000,11576.676099
5006.136051,1000,11581.091219
4926.577864,1000,11585.688762
5017.494687,1000,11589.930521
5086.389547,1000,11594.211938
5024.324817,1000,11598.509688
5112.39531,1000,11602.693528
5012.806947,1000,11606.878405
5054.751645,1000,11611.152459
5096.3792,1000,11615.554605
5088.169435,1000,11619.836589
4990.21046,1000,11624.154661
5021.870317,1000,11628.404208
4968.912813,1000,11632.592298
5063.476147,1000,11636.778109
5038.872177,1000,11640.94602
5028.688091,1000,11645.153736
5086.924012,1000,11649.41365
4972.655303,1000,11653.538633
5081.853419,1000,11657.927608
5052.374201,1000,11662.214374
4985.566118,1000,11666.531337
5003.366947,1000,11670.689759
5085.100844,1000,11674.875827
5084.958027,1000,11679.310686
5029.875316,1000,11683.615905
5029.128803,1000,11687.783651
4913.359226,1000,11691.920644
5027.062933,1000,11696.107642
5042.531682,1000,11700.312982
5092.266906,1000,11704.496322
5092.640302,1000,11708.770484
4728.224572,947,11712.718982
4997.332428,1000,11716.930947
4950.962691,1000,11721.102426
5073.802888,1000,11725.288589
5031.59179,1000,11729.5106
5047.925647,1000,11733.693077
4992.721339,1000,11737.857265
5066.06465,1000,11742.067092
5017.124327,1000,11746.298342
5042.481895,1000,11750.59788
5043.752037,1000,11754.800264
5106.079161,1000,11758.98236
5056.003455,1000,11763.236431
5055.766303,1000,11767.405738
5028.382324,1000,11771.602945
5058.871543,1000,11775.764474
5050.764746,1000,11779.963221
5047.334394,1000,11784.203014
5073.588265,1000,11788.591086
4988.245794,1000,11792.797111
4921.931759,1000,11797.022539
5038.73779,1000,11801.20068
5119.850426,1000,11805.389708
5074.061065,1000,11809.569485
5093.810578,1000,11813.742929
5040.505196,1000,11817.935073
5052.118934,1000,11822.143465
5047.314819,1000,11826.302294
5077.041755,1000,11830.497911
4990.763874,1000,11834.695593
5044.771289,1000,11838.87188
5035.973892,1000,11843.147285
5040.816058,1000,11847.305978
5072.548434,1000,11851.506347
5023.608073,1000,11855.722982
5076.716646,1000,11859.930761
4978.628794,1000,11864.150359
5026.571934,1000,11868.339676
5070.21934,1000,11872.556511
5002.660476,1000,11876.755137
5055.982254,1000,11880.940524
5043.016796,1000,11885.17324
5088.665316,1000,11889.499703
4982.997542,1000,11893.687751
5096.979264,1000,11897.897445
5101.906616,1000,11902.15062
5090.557188,1000,11906.403702
5048.532951,1000,11910.648999
5053.921438,1000,11914.86651
5061.390589,1000,11919.094418
5023.382546,1000,11923.376027
5077.254187,1000,11927.568392
5104.693507,1000,11931.730317
5019.63029,1000,11936.005366
5035.738757,1000,11940.270841
4893.07694,1000,11944.5089
5057.973589,1000,11948.743016
5016.834922,1000,11952.926352
5087.929871,1000,11957.105327
5040.228786,1000,11961.298665
5050.801235,1000,11965.489333
5065.229249,1000,11969.692151
5003.59285,1000,11974.019447
5013.190703,1000,11978.41407
5097.416416,1000,11982.723437
5049.280703,1000,11987.427544
5060.236394,1000,11993.203015
5097.467754,1000,11997.84355
5147.213538,1000,12002.557524
5126.900597,1000,12007.270155
5047.728873,1000,12011.989687
5067.86602,1000,12016.603158
5006.587489,1000,12021.236524
5066.461543,1000,12025.787359
5104.34982,1000,12030.304267
5023.396917,1000,12034.720937
5048.231705,1000,12039.166554
5059.773203,1000,12043.551492
5072.61963,1000,12047.960159
5060.332987,1000,12052.306443
5071.595894,1000,12056.675005
5045.086559,1000,12060.978472
5105.067454,1000,12065.291409
4997.04385,1000,12069.542298
5061.36438,1000,12073.936924
5051.154898,1000,12078.265004
5106.263612,1000,12082.552017
5055.254116,1000,12086.809509
5099.735969,1000,12091.123587
5098.382099,1000,12095.412011
4095.263726,828,12098.959685
5091.311023,1000,12103.254039
5033.804871,1000,12107.559237
5086.680488,1000,12111.854259
4984.469412,1000,12116.194098
5078.677113,1000,12120.527847
5085.094083,1000,12124.852516
5074.016963,1000,12129.226815
5066.677942,1000,12133.587585
5071.508329,1000,12137.996589
5022.836088,1000,12142.332755
5117.79848,1000,12146.710657
5016.748732,1000,12151.078771
5082.047852,1000,12155.652194
5105.183303,1000,12160.182996
5061.343029,1000,12164.604202
5069.1438,1000,12168.970719
5067.078087,1000,12173.34936
3029.806573,635,12176.101331
5050.38257,1000,12180.461865
5071.732298,1000,12184.82705
5037.479735,1000,12189.246833
5048.400978,1000,12193.642883
5103.998952,1000,12198.046579
5053.974716,1000,12202.435779
4984.003098,1000,12206.83473
5007.992866,1000,12211.208513
5062.848225,1000,12215.560486
5055.2749,1000,12220.077932
3944.710415,813,12223.668508
5040.951907,1000,12228.096919
5035.925025,1000,12232.523859
5063.673134,1000,12236.959465
5147.015897,1000,12241.420285
5078.874719,1000,12245.945752
5117.448772,1000,12250.769602
685.816706,196,12251.637604
5141.034348,1000,12256.512122
727.19815,220,12257.720603
5106.132061,1000,12262.172905
5091.946888,1000,12266.649364
5123.616948,1000,12271.609868
5040.684787,1000,12275.989393
5024.231241,1000,12280.597495
5113.792634,1000,12285.626052
5078.589906,1000,12290.647198
5101.999637,1000,12295.124064
883.675782,232,12296.154496
5104.714344,1000,12300.65716
4946.591721,1000,12305.134888
4997.545884,1000,12309.614063
5074.252653,1000,12314.049505
4845.330047,1000,12318.464064
5038.692841,1000,12322.97285
5166.316216,1000,12327.368237
5094.750217,1000,12331.742115
5092.361715,1000,12336.194467
5047.762066,1000,12340.646328
5050.414427,1000,12345.085569
5025.763588,1000,12349.514662
4988.264207,1000,12353.85031
5042.936069,1000,12358.219458
5005.093298,1000,12362.639679
5152.100457,1000,12367.043554
5070.467989,1000,12371.549942
5064.143697,1000,12376.33457
5121.288924,1000,12380.786825
4917.927966,1000,12385.141291
5086.122511,1000,12389.526539
5042.973862,1000,12393.954518
5067.890331,1000,12398.293067
5110.23323,1000,12402.785578
5018.193824,1000,12407.313182
5016.44918,1000,12411.938145
5150.397713,1000,12417.105105
4985.901724,1000,12421.725339
5027.770085,1000,12426.300461
5074.320863,1000,12430.727905
5041.292946,1000,12435.244606
5053.272819,1000,12439.653201
5075.938773,1000,12444.110242
5072.654075,1000,12448.50145
5102.305457,1000,12452.915269
5133.143404,1000,12457.345824
5070.163857,1000,12461.869904
5056.254349,1000,12466.487107
5113.621262,1000,12470.971554
4898.549984,1000,12475.46318
5118.169159,1000,12480.585336
5105.980614,1000,12485.131836
5049.978004,1000,12489.594184
5059.414014,1000,12494.017657
5074.13318,1000,12498.42934
5080.173298,1000,12502.889973
5110.257775,1000,12507.408708
5029.674276,1000,12512.121542
5046.084134,1000,12516.733174
5013.777854,1000,12521.16273
5109.995949,1000,12526.10644
5067.448687,1000,12530.875267
5042.496757,1000,12535.382635
5026.381225,1000,12539.828868
5071.575158,1000,12544.310634
5044.502745,1000,12548.72265
4977.588964,1000,12553.181656
5061.838669,1000,12557.726106
5097.683073,1000,12562.232953
4903.173832,1000,12567.05504
5120.374338,1000,12571.549756
5061.371996,1000,12576.091101
5016.746461,1000,12580.560883
5072.423965,1000,12584.997768
5009.400022,1000,12589.388329
4977.24246,1000,12593.800841
5075.861304,1000,12598.250524
983.350852,258,12599.383113
5043.103618,1000,12603.767396
5071.250173,1000,12608.164895
5054.704836,1000,12612.545979
5048.491807,1000,12616.947455
5071.216377,1000,12621.327601
5059.071983,1000,12625.840672
5045.274172,1000,12630.340756
5085.673177,1000,12634.804838
5078.0195,1000,12639.261262
5056.347138,1000,12643.792096
5092.779208,1000,12648.318095
5130.884564,1000,12652.885168
5029.760441,1000,12657.409692
5081.057356,1000,12661.885841
5136.311057,1000,12666.629023
5084.590473,1000,12671.239868
5075.416332,1000,12676.017755
5066.893879,1000,12680.521256
5073.129549,1000,12685.104796
5041.498193,1000,12689.591553
5039.427194,1000,12694.2662
5064.679853,1000,12699.097094
5002.776644,1000,12703.983507
5053.546661,1000,12708.486247
5072.047766,1000,12712.967884
5080.063238,1000,12717.434306
5031.397539,1000,12721.877803
5036.116772,1000,12726.334263
5116.827141,1000,12730.880211
5069.567247,1000,12735.346372
5088.787603,1000,12739.843092
5099.886762,1000,12744.377826
5076.146287,1000,12748.821381
5053.928624,1000,12753.48716
5090.457588,1000,12758.432863
5097.000149,1000,12763.177304
5093.070505,1000,12768.151072
5040.079737,1000,12772.713831
5066.456962,1000,12777.262102
1132.817853,305,12778.61576
5084.58886,1000,12783.09273
5064.257823,1000,12787.661323
4491.129856,901,12791.722843
5093.053902,1000,12796.610654
5063.243832,1000,12801.187587
5064.511042,1000,12805.726233
5112.321084,1000,12810.330807
5101.336976,1000,12814.837299
5114.654413,1000,12819.386333
5098.075224,1000,12823.838362
5107.972802,1000,12828.237421
5173.755296,1000,12832.595222
5101.536549,1000,12836.925554
5105.101129,1000,12841.228196
5110.21874,1000,12845.453742
5077.097663,1000,12849.673665
5062.712309,1000,12853.87366
5078.408468,1000,12858.026015
5099.069278,1000,12862.179246
5093.680018,1000,12866.300035
5074.509893,1000,12870.451845
5077.041633,1000,12874.551954
5160.810398,1000,12878.636197
5078.119173,1000,12882.765592
5123.358687,1000,12886.873436
5103.170989,1000,12891.003647
5081.619651,1000,12895.237468
5105.587072,1000,12899.547935
5075.211157,1000,12903.792575
5075.617167,1000,12908.039494
5154.118833,1000,12912.292296
5143.736054,1000,12916.512102
5113.584622,1000,12920.779303
5105.087626,1000,12924.999712
5131.346978,1000,12929.264191
5089.0047,1000,12933.549088
5121.982805,1000,12937.808262
5004.052277,1000,12942.115991
5100.395709,1000,12946.41093
5093.652817,1000,12950.821681
5072.570502,1000,12955.18836
5096.406064,1000,12959.491562
5106.350511,1000,12963.862124
5123.628729,1000,12968.200143
5066.461165,1000,12972.56633
5116.348489,1000,12976.908692
5093.063351,1000,12981.261795
5092.854702,1000,12985.608476
5095.569674,1000,12989.958183
4541.903656,948,12994.094972
5133.24767,1000,12998.390104
5053.656059,1000,13002.73611
5042.284873,1000,13007.035545
5150.561841,1000,13011.348581
5116.678263,1000,13015.651346
5124.499764,1000,13019.892327
5128.374927,1000,13024.174922
5091.772974,1000,13028.449858
5130.847993,1000,13032.734136
5055.897179,1000,13036.98699
548.038971,196,13037.819185
863.00089,233,13038.818571
4862.590412,1000,13043.301392
5084.314099,1000,13047.595378
4886.866491,1000,13051.842438
4986.126011,1000,13056.116561
5102.776875,1000,13060.401714
5046.011064,1000,13064.721832
5034.938577,1000,13069.010881
5080.514895,1000,13073.341651
5072.895829,1000,13077.624475
5094.166456,1000,13081.907704
5133.493498,1000,13086.555923
2321.636774,513,13088.798142
5038.221072,1000,13093.203088
5140.094087,1000,13097.535179
5124.27067,1000,13101.799564
5117.633488,1000,13106.00798
5111.669591,1000,13110.326933
5066.986067,1000,13114.753059
5083.752185,1000,13119.141767
5105.618727,1000,13123.361472
5057.551693,1000,13127.416357
5074.132165,1000,13131.458134
5030.418407,1000,13135.52927
5119.657393,1000,13139.909795
5081.539442,1000,13144.209503
5090.541552,1000,13148.336812
5081.327196,1000,13152.479661
5068.299721,1000,13156.628104
5103.199455,1000,13160.931859
5144.353552,1000,13165.096475
5110.058975,1000,13169.251007
5098.286426,1000,13173.35536
5119.309177,1000,13177.444887
5061.464413,1000,13181.529834
5099.245946,1000,13185.726564
5091.493248,1000,13189.958239
834.145405,233,13190.943792
5051.637835,1000,13195.21502
5093.866599,1000,13199.455235
4958.83862,1000,13203.655936
5133.082602,1000,13207.841786
5132.54656,1000,13212.011298
5108.68361,1000,13216.208343
5104.253871,1000,13220.46237
5043.183733,1000,13224.619274
5108.681016,1000,13228.793299
5076.033669,1000,13232.945069
5081.150043,1000,13237.099648
5143.998532,1000,13241.258878
5147.481052,1000,13245.425291
5080.612379,1000,13249.604411
5176.698071,1000,13253.745308
5123.669326,1000,13257.911525
5150.404121,1000,13262.159948
5077.321069,1000,13266.325673
5043.510952,1000,13270.499665
5100.015755,1000,13274.654683
5060.32745,1000,13278.802372
5136.23732,1000,13282.951627
5121.856775,1000,13287.122861
5150.058526,1000,13291.247282
5098.809349,1000,13295.379695
5029.091277,1000,13299.558918
5126.699362,1000,13303.677551
5106.900765,1000,13307.812968
5116.257754,1000,13311.909362
5134.334858,1000,13316.04415
5142.042311,1000,13320.156149
5100.887998,1000,13324.273458
5066.158367,1000,13328.39456
5123.03263,1000,13332.523717
5089.503733,1000,13336.615423
1723.789553,409,13338.311988
5122.480315,1000,13342.391683
5053.48501,1000,13346.507268
5066.804224,1000,13350.630583
5086.9175,1000,13354.712241
5129.533183,1000,13358.795059
5138.26922,1000,13362.885381
5147.115653,1000,13366.99739
5132.542723,1000,13371.090433
5075.542546,1000,13375.157154
5067.581796,1000,13379.25891
4948.712127,1000,13383.335156
5170.693945,1000,13387.464546
5128.426941,1000,13391.580789
1803.970144,416,13393.286761
4987.650972,1000,13397.472608
5123.261922,1000,13401.748075
5103.295834,1000,13405.840305
5113.008259,1000,13409.961741
5149.89163,1000,13414.020947
5151.854679,1000,13418.096268
5068.988646,1000,13422.17452
5134.226462,1000,13426.28958
5124.150179,1000,13430.388737
5146.418949,1000,13434.626666
5060.089736,1000,13438.973256
5084.694005,1000,13443.187459
5149.941035,1000,13447.327285
5118.416907,1000,13451.428472
4999.30017,1000,13455.515205
5102.841048,1000,13459.611769
5105.987335,1000,13463.642845
5086.205869,1000,13467.635882
5132.075565,1000,13471.875624
5114.273322,1000,13475.868043
5072.817854,1000,13479.978422
5109.641795,1000,13483.999087
5067.283345,1000,13487.99989
5061.492428,1000,13492.06638
5162.547648,1000,13496.505126
5100.010675,1000,13500.597748
5073.523004,1000,13504.834194
5129.480385,1000,13509.080006
5123.266028,1000,13513.203129
5113.458346,1000,13517.258973
5141.568743,1000,13521.340602
5086.123821,1000,13525.434789
5096.562704,1000,13529.640209
5078.236095,1000,13533.867298
5147.46966,1000,13537.973079
5089.787124,1000,13542.078305
5124.922122,1000,13546.177488
5123.415848,1000,13550.275435
4276.094432,865,13553.863135
5090.528823,1000,13557.962494
5110.105535,1000,13562.077541
5135.592171,1000,13566.171015
5095.581741,1000,13570.266251
5079.072107,1000,13574.434817
4969.219385,1000,13578.531725
5096.837812,1000,13582.647655
5059.403686,1000,13586.747932
5123.636126,1000,13590.861341
5060.087392,1000,13595.001172
5112.876665,1000,13599.141697
5133.248004,1000,13603.35101
5087.167787,1000,13607.501285
5133.50514,1000,13611.61675
5099.74894,1000,13615.924074
5102.30111,1000,13619.987823
727.509251,208,13620.845178
5164.53415,1000,13624.979091
5059.770814,1000,13629.065652
5073.929552,1000,13633.220459
5103.351315,1000,13637.342043
5114.371643,1000,13641.452898
5121.879231,1000,13645.589267
5086.978333,1000,13649.689716
5065.808587,1000,13653.937716
5096.005001,1000,13658.048237
5116.927503,1000,13662.162105
5116.687151,1000,13666.31146
5171.247963,1000,13670.437539
453.207801,162,13671.105142
5187.84012,1000,13675.270637
5145.915894,1000,13679.37904
5147.180399,1000,13683.54336
5152.872454,1000,13687.68125
5137.216736,1000,13691.841162
5164.816317,1000,13695.995903
5155.89878,1000,13700.124759
5108.227124,1000,13704.267994
5101.129142,1000,13708.389128
5144.548206,1000,13712.510858
5190.013559,1000,13716.704775
5158.414267,1000,13720.838017
5130.520511,1000,13724.98188
5133.868216,1000,13729.102512
5149.447824,1000,13733.252354
5094.628747,1000,13737.417333
5116.420104,1000,13741.539793
5104.906285,1000,13745.726369
5168.547399,1000,13749.869174
5186.132351,1000,13754.020126
5121.344144,1000,13758.176676
5154.214511,1000,13762.304816
5159.373605,1000,13766.477074
5110.961045,1000,13770.603499
5171.511568,1000,13774.745442
5140.775176,1000,13778.905936
4968.087858,1000,13783.05071
5143.474458,1000,13787.218447
5115.619009,1000,13791.348265
5135.791196,1000,13795.519983
5127.117222,1000,13799.688551
5126.144585,1000,13803.839769
5144.453254,1000,13808.006869
5229.352252,1000,13812.16104
5156.021508,1000,13816.346552
5125.942976,1000,13820.494506
-17.749472,29,13820.614622
-17.490722,26,13820.722039
-17.616433,25,13820.83118
-15.537103,28,13820.948308
-17.395197,23,13821.045203
-16.204986,25,13821.149783
-15.909122,25,13821.258586
-14.98068,23,13821.354842
-13.499413,43,13821.532709
-17.185459,21,13821.620543
-17.532748,19,13821.703184
-14.711446,24,13821.803906
-15.401593,20,13821.886906
-16.989195,17,13821.958276
-17.570569,13,13822.015238
-17.024439,15,13822.078072
-16.964988,14,13822.137086
-18.091916,13,13822.190987
-15.815671,15,13822.25709
-17.348174,15,13822.319551
-17.829654,13,13822.373617
-15.955849,17,13822.445823
-17.201912,16,13822.515378
-17.044116,18,13822.591255
-16.225971,21,13822.679246
-16.758021,18,13822.754243
-16.963473,18,13822.833016
-12.434091,8,13822.866705
-11.233456,8,13822.899442
-15.524256,19,13822.979516
-16.975502,15,13823.045256
-16.821185,16,13823.112447
-17.412583,14,13823.171833
-16.975295,15,13823.234285
-16.348152,16,13823.304983
-17.4023,16,13823.371922
-16.452618,17,13823.443387
-17.6197,17,13823.515429
-17.658894,16,13823.585936
-15.650879,19,13823.666125
-15.403951,21,13823.75375
-16.216494,19,13823.832482
-15.70213,17,13823.907263
-17.414822,14,13823.965901
-16.551315,15,13824.029737
-16.031358,16,13824.096787
-16.967033,17,13824.170786
-16.438345,17,13824.242639
-17.086195,15,13824.304933
-16.649974,17,13824.37795
-16.596398,17,13824.452253
-17.344209,15,13824.515697
-16.701297,14,13824.578517
-16.611941,14,13824.64246
-16.860367,16,13824.714396
-17.548312,17,13824.786032
-17.561579,15,13824.849415
-15.810587,18,13824.924813
-17.37053,16,13824.996007
-16.544979,17,13825.068197
-16.485682,16,13825.136
-16.52009,17,13825.207715
-17.315257,16,13825.278064
-16.968357,16,13825.345625
-16.590658,16,13825.412628
-17.006465,16,13825.479587
-18.613049,17,13825.558547
-17.454514,19,13825.654194
-8.710837,49,13825.86039
-8.450223,44,13826.043775
-8.765427,38,13826.206437
-1.647805,46,13826.398886
-3.980829,49,13826.60327
-5.749711,46,13826.795111
-3.224462,48,13826.998987
-10.674996,48,13827.198793
-10.011562,43,13827.377577
-4.596494,61,13827.630877
4813.932715,1000,13831.806661
1857.584559,432,13833.585659
1777.812525,408,13835.272052
4812.863028,982,13839.357219
4955.19838,1000,13843.523346
2174.969861,476,13845.503016
1190.788418,308,13846.80722
5013.182166,1000,13850.951048
5182.458738,1000,13855.147624
5088.123814,1000,13859.315045
5086.80577,1000,13863.476785
5105.544468,1000,13867.638721
-25.048899,75,13867.956107
-14.415948,68,13868.239254
-10.328602,67,13868.516665
-24.355732,73,13868.829044
-11.340314,68,13869.1175
-9.121309,67,13869.397652
-27.00193,76,13869.712924
-7.00335,67,13869.993018
-12.861839,68,13870.281697
-26.343376,75,13870.594522
-5.21921,66,13870.880103
-22.570929,71,13871.177596
-25.413,75,13871.495249
-4.919103,68,13871.779271
-16.22325,87,13872.141221
-7.05758,65,13872.41091
-7.643695,70,13872.708922
-50.396583,107,13873.152639
-22.434237,75,13873.463549
-6.680904,67,13873.747612
-6.581109,67,13874.033366
-5.140554,71,13874.32833
-8.058167,70,13874.619339
-5.129064,70,13874.909333
-18.200483,79,13875.243735
8.575885,90,13875.618849
53.78523,76,13875.935288
5100.895656,1000,13880.106932
5118.743931,1000,13884.274977
5069.775509,1000,13888.4961
5118.892149,1000,13892.879736
4988.644541,1000,13897.371718
5102.318806,1000,13901.852273
727.498285,201,13902.673384
5129.59758,1000,13906.766302
5070.905652,1000,13910.9513
5126.44983,1000,13915.300925
5024.727291,1000,13919.500036
5051.187417,1000,13923.638262
4985.464005,1000,13927.853368
5062.826874,1000,13932.057642
5075.780564,1000,13936.223817
5047.785421,1000,13940.405209
5052.867297,1000,13944.559542
5045.559484,1000,13948.778514
5036.280424,1000,13952.944098
5022.05234,1000,13957.099151
5045.519506,1000,13961.283088
5048.944964,1000,13965.47104
5146.7348,1000,13969.671964
5075.799342,1000,13973.840283
5087.191646,1000,13978.047713
5028.100306,1000,13982.243347
5078.966971,1000,13986.581472
562.044787,178,13987.337851
5132.253723,1000,13991.58236
5131.399378,1000,13995.772263
5137.018466,1000,13999.962162
5078.182073,1000,14004.120502
5061.784729,1000,14008.293307
5086.947624,1000,14012.509945
5042.203667,1000,14016.69476
5101.057466,1000,14020.891165
5124.159052,1000,14025.047305
5104.665131,1000,14029.2708
5098.551979,1000,14033.451675
5064.640523,1000,14037.615401
5115.692267,1000,14041.812705
5110.512347,1000,14046.041093
5084.796883,1000,14050.240401
5080.373145,1000,14054.466281
5134.303895,1000,14058.621605
5146.976478,1000,14062.841633
5092.31334,1000,14067.020617
5095.166811,1000,14071.239897
5099.390207,1000,14075.511132
5094.560436,1000,14079.755902
5084.548738,1000,14083.986807
5098.343983,1000,14088.240494
5122.996162,1000,14092.498962
5081.251399,1000,14096.712684
4968.941891,1000,14100.920093
5140.332664,1000,14105.106532
5140.849516,1000,14109.281426
5111.444974,1000,14113.530304
3343.976217,681,14116.383828
5120.734235,1000,14120.551895
5113.597704,1000,14124.751654
5127.119457,1000,14128.953851
5133.410216,1000,14133.162823
5115.626567,1000,14137.364114
5135.699196,1000,14141.578153
5151.775201,1000,14145.790287
5140.849217,1000,14150.004315
5176.477758,1000,14154.27272
4727.799623,943,14158.222008
5105.736336,1000,14162.47116
5137.788174,1000,14166.669847
5172.63371,1000,14170.857002
5154.23144,1000,14175.067117
5142.037691,1000,14179.275919
5110.212412,1000,14183.503471
675.014962,203,14184.355463
5186.201375,1000,14188.553519
5161.608688,1000,14192.797418
5097.809818,1000,14196.985338
5176.888409,1000,14201.19159
5110.167545,1000,14205.406778
5197.274598,1000,14209.61166
5100.698536,1000,14213.822427
5142.683552,1000,14218.012039
5166.749889,1000,14222.230041
5132.501186,1000,14226.50381
5071.256322,1000,14230.736205
5139.778033,1000,14235.062338
5093.56915,1000,14239.384976
5162.322661,1000,14243.786166
5161.419148,1000,14248.12941
5059.062979,1000,14252.463199
5153.669663,1000,14256.851907
